# omg dos_tot, dos_biomol
     0.500   0.0002946   0.0002127
     1.500   0.0001293   0.0000934
     2.500   0.0001734   0.0001254
     3.500   0.0001146   0.0000830
     4.500   0.0001499   0.0001089
     5.500   0.0001636   0.0001192
     6.500   0.0002878   0.0002112
     7.500   0.0002448   0.0001787
     8.500   0.0000909   0.0000683
     9.500   0.0002776   0.0002132
    10.500   0.0001634   0.0001212
    11.500   0.0000567   0.0000426
    12.500   0.0002423   0.0001823
    13.500   0.0004767   0.0003557
    14.500   0.0002097   0.0001540
    15.500   0.0002645   0.0002001
    16.500   0.0001518   0.0001164
    17.500   0.0002221   0.0001733
    18.500   0.0000963   0.0000748
    19.500   0.0004793   0.0003703
    20.500   0.0006224   0.0004967
    21.500   0.0007299   0.0005820
    22.500   0.0004540   0.0003526
    23.500   0.0003130   0.0002460
    24.500   0.0006270   0.0004851
    25.500   0.0003855   0.0003029
    26.500   0.0002142   0.0001682
    27.500   0.0003986   0.0003139
    28.500   0.0005384   0.0004178
    29.500   0.0003779   0.0002623
    30.500   0.0004303   0.0002894
    31.500   0.0005699   0.0003979
    32.500   0.0004807   0.0003205
    33.500   0.0005458   0.0003627
    34.500   0.0005278   0.0003341
    35.500   0.0007409   0.0003877
    36.500   0.0005896   0.0003315
    37.500   0.0006985   0.0004165
    38.500   0.0007026   0.0003781
    39.500   0.0007356   0.0003561
    40.500   0.0005014   0.0002494
    41.500   0.0008636   0.0004167
    42.500   0.0009648   0.0005151
    43.500   0.0006678   0.0003229
    44.500   0.0007637   0.0003594
    45.500   0.0007494   0.0002692
    46.500   0.0009742   0.0003869
    47.500   0.0007629   0.0003118
    48.500   0.0008950   0.0003577
    49.500   0.0012148   0.0004476
    50.500   0.0007713   0.0003055
    51.500   0.0007952   0.0003885
    52.500   0.0009957   0.0005462
    53.500   0.0009478   0.0004377
    54.500   0.0009296   0.0004207
    55.500   0.0012956   0.0005942
    56.500   0.0008993   0.0004064
    57.500   0.0010219   0.0004757
    58.500   0.0005907   0.0002485
    59.500   0.0008091   0.0003303
    60.500   0.0006210   0.0002761
    61.500   0.0014744   0.0007170
    62.500   0.0012158   0.0005593
    63.500   0.0008183   0.0003951
    64.500   0.0010052   0.0004185
    65.500   0.0007750   0.0003550
    66.500   0.0013630   0.0006986
    67.500   0.0013463   0.0006657
    68.500   0.0010780   0.0005135
    69.500   0.0007819   0.0003321
    70.500   0.0011684   0.0005094
    71.500   0.0011107   0.0004995
    72.500   0.0007998   0.0003512
    73.500   0.0013355   0.0005862
    74.500   0.0015243   0.0006244
    75.500   0.0011810   0.0004740
    76.500   0.0008790   0.0004326
    77.500   0.0008539   0.0004008
    78.500   0.0013915   0.0006423
    79.500   0.0012945   0.0005480
    80.500   0.0012759   0.0006138
    81.500   0.0010844   0.0005346
    82.500   0.0013218   0.0006485
    83.500   0.0010526   0.0005337
    84.500   0.0017115   0.0007747
    85.500   0.0012780   0.0005841
    86.500   0.0012634   0.0005991
    87.500   0.0013381   0.0006360
    88.500   0.0009655   0.0004485
    89.500   0.0010145   0.0005116
    90.500   0.0009613   0.0004461
    91.500   0.0012163   0.0005481
    92.500   0.0012793   0.0005704
    93.500   0.0014383   0.0006180
    94.500   0.0016336   0.0007368
    95.500   0.0011765   0.0005979
    96.500   0.0009393   0.0005181
    97.500   0.0007673   0.0003798
    98.500   0.0013162   0.0006838
    99.500   0.0012674   0.0007237
   100.500   0.0010102   0.0006108
   101.500   0.0010513   0.0006517
   102.500   0.0010925   0.0007195
   103.500   0.0009452   0.0005837
   104.500   0.0006578   0.0004134
   105.500   0.0008470   0.0005041
   106.500   0.0008984   0.0005283
   107.500   0.0013880   0.0007464
   108.500   0.0007703   0.0004073
   109.500   0.0008580   0.0004334
   110.500   0.0008877   0.0004713
   111.500   0.0009225   0.0005006
   112.500   0.0009386   0.0004643
   113.500   0.0012570   0.0006185
   114.500   0.0007661   0.0003413
   115.500   0.0011786   0.0005792
   116.500   0.0006327   0.0003874
   117.500   0.0004686   0.0002645
   118.500   0.0012003   0.0006084
   119.500   0.0004961   0.0002501
   120.500   0.0008367   0.0004536
   121.500   0.0002371   0.0001186
   122.500   0.0012978   0.0006450
   123.500   0.0004430   0.0002378
   124.500   0.0006716   0.0004462
   125.500   0.0005818   0.0003574
   126.500   0.0005807   0.0002975
   127.500   0.0001797   0.0000889
   128.500   0.0006821   0.0003501
   129.500   0.0009315   0.0004725
   130.500   0.0011762   0.0006085
   131.500   0.0008496   0.0004951
   132.500   0.0003951   0.0001979
   133.500   0.0009399   0.0004486
   134.500   0.0004478   0.0002612
   135.500   0.0010830   0.0006029
   136.500   0.0010133   0.0005208
   137.500   0.0011009   0.0005624
   138.500   0.0013260   0.0006527
   139.500   0.0009341   0.0004260
   140.500   0.0010378   0.0004972
   141.500   0.0013626   0.0006856
   142.500   0.0008214   0.0004273
   143.500   0.0012112   0.0006221
   144.500   0.0008838   0.0003787
